Identifiant de l'équipement,Equipement,Code thème,Thème,Code catégorie,Catégorie,Code type,Type,Statut,Commune,Adresse,Téléphone,Web,Code postal,latitude,longitude
1540,Centre Sportif José Arribas,6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Ville de Nantes,LA-CHAPELLE-SUR-ERDRE,Route de la Jonelière,,,44240,47.2606723386,-1.54147666239
1832,Gymnase Joli Mai,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,ST-HERBLAIN,64 Avenue de Cheverny,,,44800,47.2427074135,-1.60088330027
1837,Espace Multisport Ernest Renan,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Public,ST-HERBLAIN,1 Rue de Saint Servan,,,44800,47.2150709208,-1.61251401723
1965,Complexe Sportif Roger-Piccaud,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ORVAULT,108B Avenue Claude Antoine Peccot,,,44700,47.2518860607,-1.61007777455
1966,Stade du Verger,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,,,,,44700,47.2500435216,-1.59134697472
1967,Gymnase Emile Gibier,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ORVAULT,8 Rue des Pins,,,44700,47.2542766661,-1.59552406228
1969,Gymnase Le Bois Raguenet,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,,,,,44700,47.2703607674,-1.59619714495
1971,Gymnase de La Bugallière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ORVAULT,12 Rue du Pont Marchand,,,44700,47.2621189109,-1.63172494866
1974,Stade de Gagné,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,ORVAULT,Chemin de Bazoges,,,44700,47.2831792348,-1.62970765694
2155,Stade René Massé,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,ST-SEBASTIEN,Boulevard des Pas Enchantés,,,44230,47.2113704433,-1.50056168266
2193,Stade de la Croix Jeannette,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,BOUGUENAIS,Rue Pablo Neruda,,,44340,47.1724561982,-1.6228281699
2203,Stade des Landes,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,BOUGUENAIS,Rue Jean Baptiste Clément,,,44340,47.1756170432,-1.58662907978
2433,Complexe Sportif Jean Gauvrit,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,CARQUEFOU,Rue Louis Armand,,,44470,47.2958260837,-1.48743117796
2435,Complexe Sportif de La Tournière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Public,CARQUEFOU,Rue du Stade,,,44470,47.3185834223,-1.4699926547
2474,Vélodrome Marcel de la Provôté,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60119,Vélodrome,Non renseigné,COUERON,30 Rue Marcel de la Provoté,,,44220,47.2115055155,-1.736890635
2477,Centre équestre de La Hillière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Privé,THOUARE-SUR-LOIRE,6 Rue de la Pamprie,,,44470,47.2853531093,-1.42255629017
2511,Stade de Massigné,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue Louis Maisonneuve,,,44240,47.298892779,-1.5572541644
2545,Halle de sport La Pavelle,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,SAINT-AIGNAN-GRANDLIEU,Rue du Pressoir,,,44860,47.1242187008,-1.63511419817
2551,Stade Municipal des Loquets,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,MAUVES-SUR-LOIRE,7 Rue de Thouaré,,,44470,47.2928952022,-1.39372197878
2554,Gymnase Armand Jolaine,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,,,,,44470,47.2933658857,-1.39001753443
2565,Complexe Sportif Sèvre et Maine,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,VERTOU,Allée de la Vigne de Pâques,,,44120,47.1648119254,-1.46650176744
2580,Centre Equestre (CERVAL),6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Non renseigné,SAINTE-LUCE-SUR-LOIRE,Route du Landreau du Pas,,,44980,47.2557045305,-1.45549029885
2607,Base Nautique de Port Barbe,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60101,Base nautique,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Route de la Jonelière,,,44240,47.2646141074,-1.54003682642
2624,Centre Equestre de la Vaillantière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue Gulliver,,,44240,47.3413445169,-1.58079610416
2656,Gymnase Lysiane et Michel Liberge,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,REZE,11 Rue de la Galarnière,,,44400,47.1781407711,-1.5587292844
2660,Gymnase Cités Unies COSEC,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,REZE,Avenue Léon Blum,,,44400,47.1836325689,-1.56911451461
2663,Gymnase Foyer AEPR,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,,,,,44400,47.186745913,-1.55069399662
2670,Gymnase 2,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,VERTOU,Allée de la Vigne de Pâques,,,44120,47.1643410285,-1.46729104512
2672,Roller-Skatepark - Les Sorinières,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,LES-SORINIERES,Rue du Bocage,,,44840,47.1515913043,-1.51806451206
27,Gymnase Jean-Yves Leroy - ASC Bonne Garde,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Privé,,,,,44200,47.1953200424,-1.54025002055
28,Gymnase Emile Morice,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,8 Quai Hoche,,,44200,47.2064593486,-1.55149275355
3309,Centre de tennis Arthur Ashe,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Public,BOUGUENAIS,Chemin de la Neustrie,,,44340,47.1766393363,-1.59180918475
3336,Terrain de Tir à l'Arc Vertou,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60118,Tir,Non renseigné,VERTOU,Route du Mortier Vannerie,,,44120,47.183923054,-1.4983151789
3382,Stade La Herdrie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,BASSE-GOULAINE,81 Rue de la Basse Lande,,,44115,47.1970606985,-1.45184388256
3593,Stade Georges Tougeron,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,BOUAYE,Rue du Stade,,,44830,47.1498081043,-1.69313171132
3818,Gymnase CEPA,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Privé,NANTES,9 Rue Pélisson,,,44000,47.2122960053,-1.55134942987
3901,Terrain multi-sports Terrain A. Fournier,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,87 Rue du Bois Hardy,,,44100,47.2046109178,-1.60070048614
3912,Terrain multi-sports Moutonnerie,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue Francisco Ferrer,,,44000,47.2209116116,-1.53364947089
3938,Halle de Tennis de la Marrière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Ville de Nantes,NANTES,95 Rue de la Marrière,,,44300,47.2368185753,-1.52784818951
3940,Stade René Chevalier,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Privé,NANTES,72 Rue du Pontereau,,,44300,47.2399352448,-1.50511836067
3953,Boulodrome du Bèle,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Ville de Nantes,,,,,44300,47.2598818439,-1.51301291715
3957,Bowling de l'Erdre,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60104,Bowling,Privé,CARQUEFOU,24 Boulevard Ampère,,,44470,47.301824836,-1.5036170198
4114,Gymnase Port-au-Blé,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,REZE,Avenue André Malraux,,,44400,47.1902520447,-1.55287080771
4221,Court de Tennis,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Public,BASSE-GOULAINE,Rue de la Poste,,,44115,47.2185329355,-1.46781575298
4258,Salle de Tennis Centaure,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,SAUTRON,Rue de la Forêt,,,44880,47.2669270958,-1.67886426485
4299,Color'ado,6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Public,CARQUEFOU,Rue Pierre Mendes France,,,44470,47.3029252597,-1.49269655662
4356,Piste d'athlétisme,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue Louis Maisonneuve,,,44240,47.2981980311,-1.55717878003
4359,Courts de Tennis du Gesvres,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Boulevard du Gesvres,,,44240,47.267252004,-1.55164078067
4370,Halle des Sports de Mazaire,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue de la Hautière,,,44240,47.2963662105,-1.55784798553
4380,Salle des Samouraïs,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60106,Combats ? Arts martiaux,Public,BOUGUENAIS,Square Pablo Neruda,,,44340,47.1713225993,-1.62186478137
4392,Skatepark - Bouguenais,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Public,BOUGUENAIS,Allée de la Communauté Rurale de Ballou,,,44340,47.1778083507,-1.62985940537
4907,Salle sportive métropolitaine de Rezé,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60113,Salle omnisports,Non renseigné,,,,,44400,47.1799156677,-1.5717672514
4935,Plateau multi-sports Port-au-Blé,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,Avenue André Malraux,,,44400,47.1904034054,-1.55362978852
4938,Plateau multi-sports Petite-Lande,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,Rue Augustin Mouillé,,,44400,47.1793379426,-1.55015207451
4952,Aire de jeux de Beautour,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,VERTOU,Rue de la Cale,,,44120,47.1799684783,-1.51197952605
5013,Skatepark Beaujoire,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Ville de Nantes,NANTES,Rue du Fort,,,44300,47.2642518732,-1.53117584723
5019,Terrain multi-sports parc des Capucins,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,37 Rue Noire,,,44000,47.2252753342,-1.56281382325
5027,Halle de Tennis de La Jonelière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Route de la Jonelière,,,44240,47.2594205644,-1.54360968373
5100,Aire de jeux île Forget,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Boulevard des Pas Enchantés,,,44230,47.2102607097,-1.51351861149
5102,Aire de jeux de la Martinière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Avenue de la Martellière,,,44230,47.1993477462,-1.52503902304
5110,Aire de jeux Debussy,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Allée Debussy,,,44230,47.2071850057,-1.48980964647
5135,Aire de jeux du Clos St Père,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,BOUGUENAIS,Rue du Clos St Père,,,44340,47.1793100959,-1.58481005538
5150,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,LA-MONTAGNE,Rue de la Mairie,,,44620,47.1916484593,-1.68587889766
5154,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,SAINT-AIGNAN-GRANDLIEU,Rue des Aigrettes,,,44860,47.1202991046,-1.64016523489
5158,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Boulevard Jules Verne,,,44300,47.2451295884,-1.52478036768
5159,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Augustin Fresnel,,,44300,47.2416534372,-1.5231329754
5165,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,1 Boulevard Jules Verne,,,44300,47.2350085703,-1.53572348663
5167,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Alfred Nobel,,,44300,47.2372703151,-1.5217193883
5169,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue René Dumont,,,44300,47.2396206454,-1.51484699044
5171,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Boulevard Auguste Péneau,,,44300,47.2270204035,-1.50886714487
5185,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Place de la Basse Mar,,,44200,47.2082156839,-1.52535499795
5187,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue des Gobelets,,,44200,47.1915124804,-1.53064004327
5188,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Bas Chemin de Vertou,,,44200,47.182561039,-1.51964510454
5192,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Henri Sellier,,,44200,47.1950277046,-1.54283979512
5207,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue des Garennes,,,44100,47.2013512434,-1.58139067113
5227,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Edmond Bertreux,,,44100,47.2241261806,-1.59853934706
5230,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Auguste Renoir,,,44100,47.222846783,-1.59338389407
5239,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Julien Duvivier,,,44100,47.230441113,-1.5859146375
5259,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Route de Sainte Luce,,,44300,47.2413333514,-1.50947592762
5263,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Passage des Tauzins,,,44300,47.2662603218,-1.5199541891
5292,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ORVAULT,Rue du Patureau,,,44700,47.2731119049,-1.6270938621
5298,Aire de jeux du Port-au-Blé,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,REZE,Rue Maurice Garand,,,44400,47.1924758955,-1.55182838412
5308,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-HERBLAIN,Rue du Danube,,,44800,47.243869171,-1.61156481627
5311,Aire de jeux de la Vallée de la Chézine,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-HERBLAIN,Boulevard du Val de Chézine,,,44800,47.2367161755,-1.60899793232
58,Gymnase Longchamp,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,Avenue Junon,,,44300,47.240941788,-1.57776513656
67,Gymnase Gaston Turpin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,,,,,44000,47.2236630238,-1.5410724204
696,Stade Batignolles,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Privé,NANTES,20 Rue de Koufra,,,44300,47.2452728946,-1.52669753612
737,Stade Procé,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Ville de Nantes,NANTES,13 Boulevard Clovis Constant,,,44000,47.2244928698,-1.58037970431
739,Plaine de Jeux Bernardière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,Rue de la Fontaine Salée,,,44100,47.2022635541,-1.61578033209
741,Plaine de Jeux Lycée Albert Camus,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,2 Rue du Bois de la Musse,,,44100,47.2030301294,-1.61000449151
841,Gymnase Agenêts,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,30 Rue du Casterneau,,,44000,47.2272167095,-1.53111132063
849,Plaine de Jeux de la Mainguais,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,Chemin de la Mainguais,,,44470,47.279165523,-1.49093783449
860,Stade l'Amande,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Ville de Nantes,,,,,44300,47.2624908424,-1.57333713952
104,Stade de la Beaujoire Louis Fonteneau,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Ville de Nantes,NANTES,330 Route de Saint Joseph,,,44300,47.2560188245,-1.52470398569
108,Vélodrome Stade Petit Breton,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60119,Vélodrome,Ville de Nantes,,,,,44100,47.2138786485,-1.60046870257
1439,Circuits Rustiques d'Activités Plein Air - Blottereau,6,SPORT ET LOISIRS,602,Pratique libre,60203,Parcours sportif,Ville de Nantes,NANTES,Boulevard Auguste Péneau,,,44300,47.2259382711,-1.50893454387
1835,Stade Calvaires,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,ST-HERBLAIN,Rue des Calvaires,,,44800,47.2150249068,-1.64989325926
1844,Gymnase du Bourg,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ST-HERBLAIN,1 Avenue des Sports,,,44800,47.210746403,-1.65323605346
2040,Complexe Sportif de La Martellière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ST-SEBASTIEN,Avenue de la Martellière,,,44230,47.1980805908,-1.52683676016
2069,Ensemble Sportif de l'Orvasserie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Public,ST-HERBLAIN,30 Rue Konrad Adenauer,,,44800,47.205457014,-1.633785444
2154,Centre Equestre Ile Pinette,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Public,ST-SEBASTIEN,Boulevard des Pas Enchantés,,,44230,47.2111885926,-1.50685768733
2204,Plateau d'évolution Cité de Beauvoir,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Public,BOUGUENAIS,Rue Jacques Demy,,,44340,47.179004162,-1.6282896546
2431,Site sportif du Moulin Boisseau,6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Public,CARQUEFOU,Rue du Moulin Boisseau,,,44470,47.2843363831,-1.48185667657
2505,Centre Equestre Poney Club,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Non renseigné,LES-SORINIERES,Chemin de la Garennerie,,,44840,47.1498859371,-1.51644265414
2654,Stade Léo Lagrange,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,REZE,Avenue Léon Blum,,,44400,47.1818649948,-1.56942932517
2662,Gymnase E. Cretual,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,REZE,30 Rue Augustin Mouillé,,,44400,47.1784225862,-1.54863253584
3088,Gymnase Joachim Marnier,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,LES-SORINIERES,Rue des Papillons,,,44840,47.148477005,-1.52311674613
3239,Courts de Tennis Robinière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,REZE,Rue des Poyaux,,,44400,47.1627492936,-1.529664628
3371,Skatepark Jouandière - Carquefou,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,CARQUEFOU,Allée de la Jouandière,,,44470,47.2831141939,-1.48327869866
3458,Courts de Tennis,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,LE-PELLERIN,Rue de la Jouardais,,,44640,47.1961900286,-1.7615804651
3459,Terrain de pétanque,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,LE-PELLERIN,Rue de la Jouardais,,,44640,47.1960744897,-1.75932744794
3461,Tennis Saint Aignan de Grand Lieu,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,SAINT-AIGNAN-GRANDLIEU,Place Saint Amani,,,44860,47.1207193951,-1.63772248152
36,Gymnase Doulon,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,1 Rue de la Basse Chénaie,,,44300,47.2372383102,-1.51029286857
37,Centre Sportif Croissant,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,29 Rue du Croissant,,,44300,47.2351002409,-1.52250612564
3788,Stade des Echalonnières,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,VERTOU,Rue du Bignonnet,,,44120,47.1762811473,-1.46628233615
3789,Plateau sportif Les Echalonnières,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,VERTOU,Rue du Bignonnet,,,44120,47.1759243939,-1.46967484523
3910,Terrrain multi-sports Malakoff,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue de Corse,,,44000,47.2162064932,-1.52077938686
3924,Terrain multi-sports Winnipeg,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue de Vancouver,,,44300,47.2595297013,-1.57826013819
3939,Terrain multi-sports marché de la Marrière,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,27 Rue de la Marrière,,,44300,47.2341578247,-1.53252726892
4039,Complexe Sportif Le Souchais,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,CARQUEFOU,1 Avenue de la Loire,,,44470,47.3039615381,-1.50241581132
4102,Gymnase Bottière Chénaie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,Rue des Carnavaliers,,,44300,47.2374340636,-1.5141369286
4132,Gymnase Arthur-Dugast,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,,,,,44400,47.1654796997,-1.54438744646
4151,Espace Multisport Solvardière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Municipal,,,,,44800,47.216699501,-1.6417608315
4168,Cercle Nautique d'Indre,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60101,Base nautique,Non renseigné,INDRE,Quai Henri Brunais,,,44610,47.1960700454,-1.66910329866
4261,Salle Omnisport Delta,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,SAUTRON,Rue de la Forêt,,,44880,47.2661642915,-1.67787223018
4262,Salle Omnisport Bellatrix,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,SAUTRON,Rue de la Forêt,,,44880,47.2660375775,-1.67874387281
4357,Boulodrome de Massigné,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue Louis Maisonneuve,,,44240,47.2991404931,-1.55900172766
4360,Terrain multisports de Gesvres,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Boulevard du Gesvres,,,44240,47.2669945795,-1.55129377991
4394,Espace René Cassin - salle Cécile Nowak,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60106,Combats ? Arts martiaux,Non renseigné,LE-PELLERIN,Rue de la Jouardais,,,44640,47.1941796763,-1.76175348982
4472,Courts de Tennis,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,MAUVES-SUR-LOIRE,Rue des Saulzais,,,44470,47.2934626546,-1.39092544984
45,Gymnase Urbain Le Verrier,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,11 Rue Urbain Le Verrier,,,44300,47.2415235942,-1.52150628928
4868,Plateau multi-sports Château-Sud,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,Place Jean Perrin,,,44400,47.1815630226,-1.55834626566
4967,Centre équestre du Bois Brûlé,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Privé,BASSE-GOULAINE,152 Rue du Bois Brulé,,,44115,47.1873870632,-1.44807957078
5015,Terrain multi-sports le Gigant,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,29 Rue du Fonteny,,,44100,47.2044442766,-1.59274945868
5020,Terrain multi-sports Paul Gauguin,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,,,,,44300,47.2609963745,-1.5765849691
5052,Stand de tir de la Robinière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60118,Tir,Non renseigné,REZE,Rue des Poyaux,,,44400,47.1644044925,-1.52840563772
5108,Aire de jeux des Cévennes,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Rue des Cévennes,,,44230,47.2031903341,-1.48883624084
5125,Parkour,6,SPORT ET LOISIRS,602,Pratique libre,60203,Parcours sportif,Non renseigné,NANTES,Boulevard Gaston Doumergue,,,44200,47.2077548897,-1.54681771059
5134,Aire de Jeux Grande Ouche,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,BOUGUENAIS,Rue de la Grande Ouche,,,44340,47.1814139488,-1.5805456127
5142,Aire de Jeux Croix-Jeannette,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,BOUGUENAIS,Place de la Croix Jeannette,,,44340,47.1719189357,-1.62203355601
5152,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,LA-MONTAGNE,Place de l'Eglise,,,44620,47.1900440403,-1.68386054935
