Identifiant de l'équipement,Equipement,Code thème,Thème,Code catégorie,Catégorie,Code type,Type,Statut,Commune,Adresse,Téléphone,Web,Code postal,latitude,longitude
5162,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Alfred Nobel,,,44300,47.237752782,-1.5186688211
5172,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Boulevard Louis Millet,,,44300,47.2265995797,-1.52102740925
5174,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Francisco Ferrer,,,44000,47.2209085937,-1.53293178762
5179,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de Chypre,,,44000,47.2165515348,-1.52246933476
5181,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de Madrid,,,44000,47.2145277757,-1.53171697694
5183,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue d'Angleterre,,,44000,47.2149314762,-1.52787662575
5195,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue du Scorff,,,44200,47.2021632362,-1.55169666661
5217,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de l'Adour,,,44100,47.2078721474,-1.60983464164
5231,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue des Dervallières,,,44100,47.2220910475,-1.58171915022
5232,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Pont Jules César,,,44100,47.2244018009,-1.5858450407
5235,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue du Limousin,,,44000,47.2244561172,-1.56757081667
5236,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Quai Henri Barbusse,,,44000,47.226486024,-1.55441137407
5237,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Jules Noël,,,44100,47.2284978609,-1.58575062384
5246,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Chemin Pierre Joseph,,,44300,47.2437936297,-1.56734126125
5247,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Allée des Nouvelles Hébrides,,,44300,47.2442333347,-1.57029372291
5250,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Prosper Mérimée,,,44300,47.2551055647,-1.56738797806
5256,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de Bolivie,,,44300,47.2580538484,-1.56752344308
5258,Aire de jeux Square Félix Thomas,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Toulmouche,,,44000,47.2310245075,-1.55297882032
5271,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Léon Serpollet,,,44300,47.2543059221,-1.52028742533
5281,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Route de Saint Joseph,,,44300,47.2610459346,-1.53347091105
5284,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Chemin de Belle Ile,,,44300,47.2465671862,-1.54261056826
5293,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ORVAULT,Avenue de la Bugallière,,,44700,47.259638092,-1.63715909529
5297,Aire de jeux de la Carterie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,REZE,Rue Pierre Brossolette,,,44400,47.1861797831,-1.54938455205
5309,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-HERBLAIN,Rue de l'Ecole,,,44800,47.2173781882,-1.607728888
5316,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,SAINTE-LUCE-SUR-LOIRE,Allée Robert Cheval,,,44980,47.2437598835,-1.46029728167
72,Gymnase Léo Lagrange,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,,,,,44000,47.2099975422,-1.55964752712
721,Terrain multi-sports Clos Toreau,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,3 Rue d'Hasparren,,,44200,47.1958575795,-1.52609991363
743,Stade La Mellinet-Audrain,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Privé,NANTES,57 Rue de la Marzelle de Grillaud,,,44100,47.220062689,-1.59280873206
77,Gymnase La Similienne,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Privé,NANTES,26B Rue des Hauts Pavés,,,44000,47.2239660593,-1.56288962868
80,Gymnase Armand Coidelle,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,10 Rue la Fayette,,,44000,47.2164042717,-1.56139306491
107,Plaine de Jeux Basses Landes,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,6 Chemin de la Justice,,,44300,47.2691044368,-1.58770491732
109,Plaine de Jeux Durantière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,11 Rue de la Durantière,,,44100,47.2117738176,-1.60037031869
114,Piscine Léo Lagrange Ile Gloriette - Nantes,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60112,Piscine,Ville de Nantes,NANTES,Rue Deurbroucq,,,44000,47.2098578349,-1.56006614168
1239,Stade Racing Athlétic Club Cheminots,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Privé,NANTES,11 Rue de la Rivière,,,44300,47.232863882,-1.49998704188
2045,Gymnase du Douet,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ST-SEBASTIEN,10 Rue Edouard Hervé,,,44230,47.1914129715,-1.52081101336
2161,Stade de la Ligue Atlantique de Football,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,ST-SEBASTIEN,Boulevard des Pas Enchantés,,,44230,47.2126800736,-1.49576483067
2248,Golf Miniature,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60108,Golf,Public,INDRE,Quai Victor Boquien,,,44610,47.1969507681,-1.67143791522
2316,Complexe Sportif Jean Jahan,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,23 Rue de Port la Blanche,,,44300,47.2715137262,-1.51726900964
2445,Piscine Baptiste Lefèvre - Couëron,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60112,Piscine,Non renseigné,COUERON,Boulevard Paul Langevin,,,44220,47.2138643745,-1.72039300322
2468,Gymnase Jules Boullery,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,COUERON,Boulevard Francois Blancho,,,44220,47.2145372489,-1.72758810852
2469,Patinoire Olympique Rezé,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60111,Patinoire,Non renseigné,REZE,Rue de la Trocardière,,,44400,47.1823718204,-1.5729261543
2513,Stade de la Haute Gournière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue des Besneries,,,44240,47.2680033462,-1.54440194371
2516,Halle des sports Bernard Corneau,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Boulevard Jacques Demy,,,44240,47.2676571936,-1.55084219271
2546,Salle polyvalente,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,SAINT-AIGNAN-GRANDLIEU,4 Rue des Frères Rousseau,,,44860,47.1237730338,-1.63258915502
2566,Stade de Vertou Centre,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,VERTOU,Avenue de Morges,,,44120,47.1658084195,-1.47239613442
2576,Centre Sportif Philippe Porcher,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Non renseigné,SAINTE-LUCE-SUR-LOIRE,Allée Robert Cheval,,,44980,47.2451678789,-1.46219114573
2608,Base nautique de l'ANCRE - La Grimaudière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60101,Base nautique,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Chemin Port de la Grimaudière,,,44240,47.2937603818,-1.53707324418
2651,Parc des Sports,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,THOUARE-SUR-LOIRE,2 Avenue du Parc des Sports,,,44470,47.2615705325,-1.45369470889
2658,Gymnase Château Nord,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,REZE,Allée de Provence,,,44400,47.1854249452,-1.55761005993
2687,Complexe Sportif de La Forêt,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Public,SAUTRON,Rue de la Forêt,,,44880,47.2659414201,-1.67651649782
3165,Gymnase Sully,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,9 Rue Henri Cochard,,,44000,47.2231767319,-1.54988608313
3241,Boulodrome Robinière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,REZE,Rue des Poyaux,,,44400,47.165152704,-1.53045500038
3307,Terrains de Tennis de la Gagnerie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Public,BOUGUENAIS,Rue de la Gagnerie,,,44340,47.170068655,-1.6188956893
3312,Salle des Mousquetaires,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Public,BOUGUENAIS,Chemin de la Neustrie,,,44340,47.1757333233,-1.59276738353
3363,Complexe Sportif de Chantepie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ST-SEBASTIEN,Rue de Chantepie,,,44230,47.2091640735,-1.4990799527
3387,Gymnase de Mazaire,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue de la Hautière,,,44240,47.2969808408,-1.55836528796
3391,Complexe Sportif de La Coutancière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,LA-CHAPELLE-SUR-ERDRE,Rue de l'Aven,,,44240,47.306280542,-1.55849489399
3392,Complexe Sportif Buisson de La Grolle,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Public,LA-CHAPELLE-SUR-ERDRE,Chemin de Kerbihan,,,44240,47.2897153762,-1.53853293085
3634,Piscine Petite Amazonie - Nantes,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60112,Piscine,Ville de Nantes,NANTES,Boulevard de Berlin,,,44000,47.2163926637,-1.53171006586
3660,Skatepark Ricordeau,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Ville de Nantes,NANTES,Place Alexis Ricordeau,,,44000,47.2123074426,-1.55351436254
3925,Terrain multi-sports André Chénier,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue André Chénier,,,44300,47.2533733258,-1.56724591717
3930,UFR STAPS,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Etat,,,,,44300,47.2516895141,-1.55531376695
3932,Terrain multi-sports des Quatre Jeudis,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Passage des Tauzins,,,44300,47.2662235401,-1.52053450877
4153,Espace Multisport Crémetterie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Municipal,ST-HERBLAIN,Boulevard Salvador Allende,,,44800,47.2154517845,-1.60905163542
4171,Skatepark - Brains,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,BRAINS,Rond-Point de Bel Air,,,44830,47.1717279722,-1.71740328626
4196,Skatepark - Bouaye,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,BOUAYE,Esplanade de l'Edit de Nantes,,,44830,47.1546780878,-1.68029645004
42,Gymnase Albert Camus,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,2 Rue du Bois de la Musse,,,44100,47.20357122,-1.61090293371
4239,Skatepark - La Montagne,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,,,,,44620,47.1869975981,-1.6868503413
4249,Salle spécifique de gymnastique,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,VERTOU,Allée de la Vigne de Pâques,,,44120,47.165239069,-1.4671354736
4259,Salle de Pétanque Electra,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,SAUTRON,Rue de la Forêt,,,44880,47.2658821244,-1.6781119905
4287,Stade René Gaudin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,COUERON,Boulevard Francois Blancho,,,44220,47.2124692975,-1.73688202463
4288,Skatepark Romain Douillard - Couëron,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,COUERON,Rue Marcel de la Provoté,,,44220,47.212189123,-1.73831247397
4289,Terrain multi-sports,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,COUERON,Place des Cités,,,44220,47.2140442392,-1.6834647716
4295,Stand de Tir - La Tournière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60118,Tir,Public,CARQUEFOU,Rue du Stade,,,44470,47.3182432259,-1.47070688369
4307,Gymnase Pré-Gauchet,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,,,,,44000,47.217128811,-1.53530394476
4371,Salle de Gymnastique Jacques Canzillon,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue de la Hautière,,,44240,47.2966402739,-1.55853958148
4385,Terrain multisports de la Pierre Blanche,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Public,BOUGUENAIS,Rue du Carrousel,,,44340,47.1667816214,-1.6253652905
44,Gymnase La Halvêque,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,2 Rue du Moulin de la Halvêque,,,44300,47.2537355402,-1.51723435275
4494,Centre Sportif de la Bourgonnière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Municipal,ST-HERBLAIN,34 Allée de la Bourgonnière,,,44800,47.2072019046,-1.65639621561
4522,Halle de Tennis du Hérault,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Municipal,ST-HERBLAIN,Avenue Alain Gerbault,,,44800,47.2355013556,-1.60102341611
4602,Terrain multi-sports Louis Pergaud,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue Louis Pergaud,,,44300,47.2686413252,-1.518740028
4866,Stade de la Robinière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,REZE,Rue des Poyaux,,,44400,47.1646547105,-1.531871218
4876,Aire de jeux de l'Etier,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Non renseigné,BOUAYE,Rue du Port,,,44830,47.1348568919,-1.67339597265
4937,Plateau multi-sports Julien Douillard,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,11 Rue Julien Douillard,,,44400,47.185785093,-1.54273022463
4943,Plateau multi-sports Trentemoult,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,Place des Filets,,,44400,47.1939810919,-1.58415751528
5012,Gymnase Jean Vincent,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,Rue Claude et Simone Millot,,,44300,47.2616310171,-1.51486591077
5073,Terrain multi-sports,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Public,INDRE,Rue de l'Allier,,,44610,47.1977404061,-1.66630368859
5074,Multi-sports,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,INDRE,Rue Joseph Tahet,,,44610,47.1962950528,-1.65451054814
5107,Aire de jeux de Provence,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Rue de Provence,,,44230,47.2022375652,-1.48511904314
5112,Terrain de tennis de la Profondine,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,ST-SEBASTIEN,Rue des Plantes,,,44230,47.1960055679,-1.48959331701
5130,Stade Roger Mabit,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,SAUTRON,Rue de la Forêt,,,44880,47.2656300716,-1.67756919344
5137,Aire de jeux Quai de la vallée,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,BOUGUENAIS,Quai de la Vallée,,,44340,47.1807684473,-1.62188821035
5148,Aire de jeux de la Clavelière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,SAINT-JEAN-DE-BOISEAU,Impasse de la Clavelière,,,44640,47.1937278473,-1.6973440584
5170,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue René Dumont,,,44300,47.2403252811,-1.5154547574
5196,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Boulevard Léon Bureau,,,44200,47.2067904656,-1.56674928112
5198,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Cours Commandant d'Estienne d'Orves,,,44000,47.2142045072,-1.55071503922
5201,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Stanislas Baudry,,,44000,47.2206554027,-1.54389911286
5209,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de la Brianderie,,,44100,47.2006571826,-1.58465252349
5221,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Georges Charrier,,,44100,47.2094422745,-1.6008624993
5228,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Antoine Watteau,,,44100,47.2231766884,-1.60170360023
5234,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Noire,,,44000,47.2254708599,-1.56264376193
5255,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue René Guy Cadou,,,44300,47.2562207064,-1.56881638939
5257,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de Pornichet,,,44300,47.2413283133,-1.54305921931
5266,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Chemin de la Sécherie,,,44300,47.242243789,-1.5138681953
5275,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue des Grands Pâtis,,,44300,47.2713774504,-1.52279583749
5282,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Route de la Chapelle Sur Erdre,,,44300,47.2593292854,-1.57422708949
5283,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Mail de Landivisiau,,,44300,47.2658864773,-1.57990955138
5288,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,CARQUEFOU,Rue de la Cadranière,,,44470,47.2740751421,-1.49055815466
5301,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,REZE,Avenue Pierre Loti,,,44400,47.1664356413,-1.55743152714
5305,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-HERBLAIN,Allée César Franck,,,44800,47.2378305404,-1.60440151292
5306,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-HERBLAIN,Boulevard du Val de Chézine,,,44800,47.2310800461,-1.59750472925
5317,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Allée des Amandiers,,,44230,47.1957980545,-1.48541395111
79,Gymnase V. Hugo,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,29 Rue Paul Bellamy,,,44000,47.2234440466,-1.5579863469
83,Gymnase Sévigné,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Privé,NANTES,10 Rue Sévigné,,,44000,47.2157271444,-1.56706186658
853,Plaine de Jeux Marrière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,95 Rue de la Marrière,,,44300,47.2366966926,-1.52871415938
88,Centre Sportif et Culturel La Laëtitia,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Privé,NANTES,49 Rue Chanoine Larose,,,44100,47.231828042,-1.58000232781
119,Base d'Aviron Universitaire,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60101,Base nautique,Etat,NANTES,2 Chemin de la Houssinière,,,44300,47.2365563812,-1.55129581737
1233,Plaine de jeux des Dervallières,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,19 Rue Jean Marc Nattier,,,44100,47.2264093978,-1.5925994228
1353,Stade Mangin Beaulieu,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Ville de Nantes,NANTES,Rue des Boires,,,44200,47.2050515544,-1.54100882321
1830,Complexe Sportif l'Angevinière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,ST-HERBLAIN,6 Avenue de l'Angevinière,,,44800,47.2473461777,-1.61021950447
1838,Piscine Ernest Renan - St Herblain,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60112,Piscine,Public,ST-HERBLAIN,1 Rue de Saint Servan,,,44800,47.2154198754,-1.61358067211
1970,Stade de la Bugallière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,ORVAULT,21 Avenue de la Bugallière,,,44700,47.2600781293,-1.6317261868
2041,Stade de la Profondine,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,ST-SEBASTIEN,Rue des Gripôts,,,44230,47.1947852987,-1.48786169212
2222,Plaine de Jeux La Bergerie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Public,ST-HERBLAIN,Chemin de la Vannerie,,,44800,47.2386942497,-1.63338639277
2453,Complexe Sportif Léo-Lagrange,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,COUERON,Rue de la Noë Allais,,,44220,47.2207410733,-1.68423886932
2466,Gymnase Pierre Moisan,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,COUERON,Rue de la Corbardière,,,44220,47.2163316905,-1.68430937197
2471,Centre Sportif René Gaudin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Non renseigné,COUERON,Rue Marcel de la Provoté,,,44220,47.2122651454,-1.73884757342
2479,Centre Equestre Ferme de la Chauffetière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Non renseigné,,,,,44640,47.202733473,-1.78016713712
2564,Hippodrome du Portillon,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60110,Hippodrome,Non renseigné,VERTOU,Allée de l'Hippodrome,,,44120,47.1538072241,-1.47028591313
2648,Gymnase Saint Exupéry,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,LA-MONTAGNE,Rue Albert Camus,,,44620,47.1839561693,-1.68208699873
2652,Stade Philippe Porcher,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,SAINTE-LUCE-SUR-LOIRE,Allée Robert Cheval,,,44980,47.2458174717,-1.46132232358
2657,Gymnase Cercle Saint Paul,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,REZE,Rue Benoît Chupiet,,,44400,47.1856949492,-1.54762430546
2661,Gymnase du Chêne Creux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,REZE,Rue des Landes Belleville,,,44400,47.1737926948,-1.54665859504
2664,Gymnase Jean Perrin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,REZE,Allée de la Moine,,,44400,47.1832770048,-1.56021695184
3313,Plateau d'évolution de la Neustrie,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Public,BOUGUENAIS,Chemin de la Neustrie,,,44340,47.1753910168,-1.5911284543
3331,Terrain de pétanque du Parc de la Sèvre,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,VERTOU,Boulevard Guichet Sérex,,,44120,47.1658301997,-1.47981292194
3362,Tennis de l'Ouche Catin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Public,ST-SEBASTIEN,Rue de l'Ouche Catin,,,44230,47.192573759,-1.50199449064
3379,Salle de Tennis,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Public,BASSE-GOULAINE,Rue du Général Leclerc,,,44115,47.2174956023,-1.46414835129
3423,Boulodrome Indre,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,INDRE,Quai Victor Boquien,,,44610,47.1973163163,-1.67199391352
3435,Centre Sportif Stévin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Non renseigné,ORVAULT,10 Rue Stevin,,,44700,47.259450803,-1.63451044148
3683,Boulodrome Noë Lambert,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Ville de Nantes,NANTES,20 Rue de la Haute Mitrie,,,44300,47.2309716833,-1.52528829059
3898,Terrain multi-sports des Martyrs Irlandais,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue de l'Adour,,,44100,47.2077181436,-1.6104837718
