Identifiant de l'équipement,Equipement,Code thème,Thème,Code catégorie,Catégorie,Code type,Type,Statut,Commune,Adresse,Téléphone,Web,Code postal,latitude,longitude
3611,Bibliothèque Le Petit Chantilire,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,,,,,44700,47.2543247243,-1.59913793313
3895,Médiathèque George Sand,1,CULTURE,103,Médiathèque,10303,Médiathèque,Public,LE-PELLERIN,Allée George Sand,,,44640,47.1988060164,-1.75523216817
3987,La Fabrique Stereolux,1,CULTURE,107,Salle de spectacle,,,Non renseigné,,,,,44200,47.2050849896,-1.56339767697
4863,Bibliothèque de La Halvêque,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,NANTES,23 Rue Léon Serpollet,,,44300,47.2543788169,-1.51906336784
4893,Fontaine Saint-Denis,1,CULTURE,104,Monument,,,Non renseigné,MAUVES-SUR-LOIRE,Rue de la Côte Saint Denis,,,44470,47.2944900732,-1.39181649262
5030,Ecole de Musique Municipale,1,CULTURE,105,Ecole Culturelle,,,Public,BOUGUENAIS,Rue Ginsheim Gustavsburg,,,44340,47.1740452004,-1.60686221275
5039,Centre d'Histoire du Travail,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Public,NANTES,2B Boulevard Léon Bureau,,,44200,47.2056638335,-1.5659421846
759,Cinéma Concorde,1,CULTURE,108,Cinéma,,,Non renseigné,NANTES,79 Boulevard de l'Egalité,,,44100,47.2111830998,-1.5868049923
761,Cinéma Katorza,1,CULTURE,108,Cinéma,,,Non renseigné,,,,,44000,47.2136351825,-1.56269594235
946,Ludothèque Planète Jouets Bottière,1,CULTURE,103,Médiathèque,10302,Ludothèque,Non renseigné,NANTES,15 Rue de la Souillarderie,,,44300,47.239861794,-1.51749026921
1151,Château de La Gaudinière,1,CULTURE,104,Monument,,,Non renseigné,NANTES,29 Rue Diane,,,44300,47.243458893,-1.57828118082
122,Musée Jules Verne,1,CULTURE,101,Musée, Château,10102,Musée,Municipal,NANTES,3 Rue de l'Hermitage,,44100,47.2016013584,-1.57737270697
1446,Centre Interculturel de Documentation,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,NANTES,2B Boulevard Léon Bureau,,,44200,47.2059712827,-1.56533706296
1453,Ludo-bibliothèque Ricochet,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,NANTES,7 Rue de Pornichet,,,44300,47.2413386037,-1.54140904215
1454,Bibliothèque pour Tous,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,,,,,44000,47.2166731768,-1.55045864446
1458,Bibliothèque pour Tous Joffre,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,NANTES,32 Rue Maréchal Joffre,,,44000,47.2218328036,-1.54745767888
151,Centre Chorégraphique National de Nantes, J. Garnier,1,CULTURE,107,Salle de spectacle,,,Non renseigné,,,,44000,47.2259393408,-1.56268266219
1857,ONYX,1,CULTURE,107,Salle de spectacle,,,Public,,,,,44800,47.2237998448,-1.62929419793
1985,Cinéma Lutétia,1,CULTURE,108,Cinéma,,,Public,ST-HERBLAIN,18 Rue des Calvaires,,,44800,47.214092136,-1.64975702473
1991,Médiathèque Saint Sébastien,1,CULTURE,103,Médiathèque,10303,Médiathèque,Public,ST-SEBASTIEN,10 Rue Jean Macé,,,44230,47.205622894,-1.50579049808
2056,Ecole municipale de musique,1,CULTURE,105,Ecole Culturelle,,,Public,,,,,44230,47.2100173818,-1.5008459989
2490,Espace Culturel René Cassin,1,CULTURE,107,Salle de spectacle,,,Non renseigné,LE-PELLERIN,Rue de la Jouardais,,,44640,47.1944547032,-1.76197092905
2531,Cinéma Le Montagnard,1,CULTURE,108,Cinéma,,,Non renseigné,LA-MONTAGNE,Place Similien Guérin,,,44620,47.1881106274,-1.68295517086
2627,Ecluse de la Chaussée des Moines,1,CULTURE,104,Monument,,,Non renseigné,VERTOU,Quai de la Chaussée des Moines,,,44120,47.1681517627,-1.48087165544
2717,Bibliothèque L'Expression Plurielle,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Public,THOUARE-SUR-LOIRE,23 Rue de Mauves,,,44470,47.2688398445,-1.43741502187
2744,Médiathèque Edmond Bertreux,1,CULTURE,103,Médiathèque,10303,Médiathèque,Non renseigné,SAINT-JEAN-DE-BOISEAU,Rue du Quatorze Juillet,,,44640,47.1941504148,-1.72371291649
3068,Bibliothèque pour tous,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,NANTES,76 Rue Edgar Quinet,,,44100,47.2148277139,-1.58560801129
3404,Ecole Boscéenne de Musique et de Danse,1,CULTURE,105,Ecole Culturelle,,,Non renseigné,BOUAYE,Rue du Stade,,,44830,47.1487620203,-1.69630115894
3635,Cinéma Cinéville,1,CULTURE,108,Cinéma,,,Privé,ST-SEBASTIEN,Rue Marie Curie,,,44230,47.1897127293,-1.48829072384
4006,Bibliothèque de l'Ecole des Beaux-Arts de Nantes Saint-Nazaire,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,,,,,44200,47.2064009453,-1.56145008481
4195,Cinéma Pôle Sud,1,CULTURE,108,Cinéma,,,Privé,BASSE-GOULAINE,Rue Dumont D'Urville,,,44115,47.188516587,-1.47024416331
4300,Musée de l'Erdre,1,CULTURE,101,Musée, Château,10102,Musée,Public,CARQUEFOU,Allée des Renaudières,,44470,47.2999374246,-1.51327203222
4353,JAM Jeunes Artistes de Mazaire - scène de musiques amplifiées,1,CULTURE,107,Salle de spectacle,,,Non renseigné,LA-CHAPELLE-SUR-ERDRE,58 Avenue de Beauregard,,,44240,47.2964158971,-1.55639901306
4597,Le Carrousel des Mondes Marins - Les Machines de l'Ile,1,CULTURE,104,Monument,,,Non renseigné,NANTES,Boulevard Léon Bureau,,,44200,47.2058997381,-1.56778198758
4894,Jardin du presbytère,1,CULTURE,104,Monument,,,Non renseigné,MAUVES-SUR-LOIRE,Place de l'Eglise,,,44470,47.2949767237,-1.39292398864
5044,Salle Olympe de Gouges,1,CULTURE,106,Salle d'exposition,,,Municipal,,,,,44620,47.1915510791,-1.68492186935
5115,Centre d'initiation au théâtre,1,CULTURE,107,Salle de spectacle,,,Non renseigné,ST-SEBASTIEN,10 Rue de l'Allée Verte,,,44230,47.1958449347,-1.48931531594
5320,Théâtre de Belleville,1,CULTURE,107,Salle de spectacle,,,Non renseigné,,,,,44100,47.211659979,-1.57486249943
689,Bibliothèque Boissière,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,,,,,44300,47.2544241853,-1.56744168608
1118,Maison des Hommes et des Techniques,1,CULTURE,106,Salle d'exposition,,,Non renseigné,NANTES,2B Boulevard Léon Bureau,,,44200,47.205757931,-1.56575938317
1336,Bibliothèque Emilienne Leroux,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,NANTES,21 Rue Charles Roger,,,44100,47.223069729,-1.59765052686
1427,Maison de la Poésie Nantes,1,CULTURE,107,Salle de spectacle,,,Non renseigné,NANTES,2 Rue des Carmes,,,44000,47.2158407863,-1.55493739193
1544,Maison de la Marionnette Nantes,1,CULTURE,107,Salle de spectacle,,,Non renseigné,NANTES,Boulevard Général de Gaulle,,,44200,47.2045546407,-1.53669960366
1810,Bibliothèque René Guy Cadou,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Associatif,ST-HERBLAIN,2 Rue du Bois de Lagland,,,44800,47.2341104209,-1.6318343801
1828,Médiathèque Gao-Xingjian,1,CULTURE,103,Médiathèque,10303,Médiathèque,Public,ST-HERBLAIN,17 Avenue de l'Angevinière,,,44800,47.244721586,-1.60998365186
1952,Château de La Gobinière,1,CULTURE,101,Musée, Château,10101,Château,Public,,,,44700,47.2493700009,-1.58459144384
1954,Ecole Municipale de Musique ORIGAMI - Orvault,1,CULTURE,105,Ecole Culturelle,,,Public,,,,,44700,47.2485367759,-1.5851476846
2123,Maison des Arts - Bibliothèque,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Public,,,,,44800,47.2120584591,-1.6150717757
2384,Ecluse de la Martinière,1,CULTURE,104,Monument,,,Non renseigné,LE-PELLERIN,Allée de l'Ecluse,,,44640,47.2075711538,-1.78563402223
2457,Site Gallo Romain Saint Lupien,1,CULTURE,104,Monument,,,Non renseigné,REZE,Chemin Saint Lupien,,,44400,47.1916056914,-1.56495187756
2599,Ligéria,1,CULTURE,107,Salle de spectacle,,,Non renseigné,SAINTE-LUCE-SUR-LOIRE,80 Rue de la Loire,,,44980,47.2431673434,-1.48377950525
26,Médiathèque Nord Luce Courville,1,CULTURE,103,Médiathèque,10303,Médiathèque,Non renseigné,,,,,44300,47.2619113576,-1.57421099354
2603,Château de la Desnerie,1,CULTURE,101,Musée, Château,10101,Château,Non renseigné,LA-CHAPELLE-SUR-ERDRE,VC 5,,44240,47.2726475141,-1.53531912371
2614,Château de La Gascherie,1,CULTURE,101,Musée, Château,10101,Château,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue de l'Erdre,,44240,47.2978113902,-1.53489660231
2619,Bibliothèque Sautron,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,SAUTRON,33 Rue de la Vallée,,,44880,47.264619493,-1.67328152451
3086,Salle du Pré Poulain,1,CULTURE,107,Salle de spectacle,,,Public,,,,,44470,47.2728681706,-1.44608984937
3480,Espace Culturel Chai Gallais,1,CULTURE,107,Salle de spectacle,,,Non renseigné,,,,,44710,47.1366769037,-1.72131839271
4008,Centre Bermond-Boquié,1,CULTURE,103,Médiathèque,10301,Bibliothèque,Non renseigné,NANTES,24 Quai de la Fosse,,,44000,47.2110834592,-1.56236279251
4096,Pôle de compétences culturelles POL'N,1,CULTURE,107,Salle de spectacle,,,Non renseigné,,,,,44000,47.2123618702,-1.54946042603
4097,Théâtre Beaulieu,1,CULTURE,107,Salle de spectacle,,,Non renseigné,,,,,44200,47.2061385543,-1.54279476938
4098,La Fabrique Trempolino,1,CULTURE,107,Salle de spectacle,,,Non renseigné,,,,,44200,47.2046121629,-1.5629202108
4149,Médiathèque Lisa-Bresner,1,CULTURE,103,Médiathèque,10303,Médiathèque,Non renseigné,NANTES,23 Boulevard Emile Romanet,,,44100,47.2097556375,-1.60314213786
4167,Ecole de musique,1,CULTURE,105,Ecole Culturelle,,,Non renseigné,INDRE,9 Rue de la Gare,,,44610,47.2008092869,-1.66909943806
4219,Ecole de Danse - Salle Maurice Béjart,1,CULTURE,105,Ecole Culturelle,,,Public,BASSE-GOULAINE,Square de Theley,,,44115,47.2186101817,-1.46394753049
4220,Salle Georges Feydeau,1,CULTURE,105,Ecole Culturelle,,,Public,BASSE-GOULAINE,Square de Theley,,,44115,47.2185003274,-1.46414898657
4235,Le château du Pé,1,CULTURE,104,Monument,,,Non renseigné,SAINT-JEAN-DE-BOISEAU,Rue de l'Egalité,,,44640,47.1988394066,-1.72141220437
4773,Espace Cour et Jardin,1,CULTURE,105,Ecole Culturelle,,,Non renseigné,,,,,44120,47.1695022466,-1.47550521794
4840,Médiathèque du Muséum d'histoire Naturelle,1,CULTURE,103,Médiathèque,10303,Médiathèque,Non renseigné,NANTES,12 Rue Voltaire,,,44000,47.212490494,-1.56490793071
4871,L'Embarcadère,1,CULTURE,107,Salle de spectacle,,,Public,ST-SEBASTIEN,Rue Marie Curie,,,44230,47.1897467737,-1.48768024572
5335,Tour de Bretagne,1,CULTURE,104,Monument,,,Non renseigné,NANTES,Place de Bretagne,,,44000,47.2175829249,-1.55816760058
